#device_id,rssi_1,snr_1,rssi_2,snr_2,rssi_3,snr_3,spreading_factor,ts,lat,long,alt,rssi_mean,snr_mean,rssi_std,snr_std,rssi_diff12,rssi_diff13,rssi_diff23,snr_diff12,snr_diff13,snr_diff23,link_1,link_2,link_3,rssi_prod12,rssi_prod13,snr_prod12,snr_prod13,rssi_ratio12,rssi_ratio13,snr_ratio12,snr_ratio13,x,y,log_x,log_y
1,-111.0,2.8,-107.0,5.0,-97.0,7.0,12.0,1575457523.888102,42.47421545118154,-9.013253702392579,-5.199999809255137,-105.0,4.933333333333334,7.211102550927978,2.1007935008784977,-4.0,-14.0,-10.0,-2.2,-4.2,-2.0,-108.2,-102.0,-90.0,11877.0,10767.0,14.0,19.599999999999998,1.0373831775700935,1.1443298969072164,0.5599999999999999,0.39999999999999997,16.118673249375576,496.9271736074856,2.8401698705946266,6.2104538285949
1,-111.0,3.8,-101.0,5.8,-100.0,5.8,11.0,1575457591.519355,42.47400555283203,-9.012723922729492,-5.300000190734853,-104.0,5.133333333333333,6.082762530298219,1.1547005383792517,-10.0,-11.0,-1.0,-2.0,-2.0,0.0,-107.2,-95.2,-94.2,11211.0,11100.0,22.04,22.04,1.099009900990099,1.11,0.6551724137931034,0.6551724137931034,59.62070771426506,473.72501005262365,4.104636546161725,6.1627357101871585
1,-99.0,5.0,-97.0,7.2,-98.0,7.0,12.0,1575458520.830903,42.47429555982422,-9.013137817382812,-2.5999999045325586,-98.0,6.3999999999999995,1.0,1.216552506059644,-2.0,-1.0,1.0,-2.2,-2.0,0.20000000000000018,-94.0,-89.8,-91.0,9603.0,9702.0,36.0,35.0,1.0206185567010309,1.010204081632653,0.6944444444444444,0.7142857142857143,25.63439089590853,505.7823829690676,3.282203271547628,6.228081686534721
1,-107.0,5.0,-107.0,5.2,-105.0,5.2,11.0,1575458700.507351,42.47345115112305,-9.012370109558104,-17.200000752939452,-106.33333333333333,5.133333333333333,1.1547005383792517,0.11547005383792526,0.0,-2.0,-2.0,-0.20000000000000018,-0.20000000000000018,0.0,-102.0,-101.8,-99.8,11449.0,11235.0,26.0,26.0,1.0,1.019047619047619,0.9615384615384615,0.9615384615384615,88.6735269301028,412.4414451417755,4.49617559652126,6.02451589655678
1,-93.0,13.8,-115.0,2.5,-109.0,8.2,10.0,1575458831.399237,42.473419189453125,-9.013190259470216,0.599999988079071,-105.66666666666667,8.166666666666666,11.372481406154654,5.650073745831406,22.0,16.0,-6.0,11.3,5.600000000000001,-5.699999999999999,-79.2,-112.5,-100.8,10695.0,10137.0,34.5,113.16,0.808695652173913,0.8532110091743119,5.5200000000000005,1.6829268292682928,21.328190313691973,408.90840214817683,3.105850019741765,6.015933725344066
1,-90.0,14.0,-97.0,13.2,-107.0,9.0,9.0,1575458871.445094,42.472755432128906,-9.013352884521485,-12.0,-98.0,12.066666666666668,8.54400374531753,2.6857649437978246,7.0,17.0,10.0,0.8000000000000007,5.0,4.199999999999999,-76.0,-83.8,-98.0,8730.0,9630.0,184.79999999999998,126.0,0.9278350515463918,0.8411214953271028,1.0606060606060606,1.5555555555555556,7.974486730691061,335.5366675290362,2.194385743958062,5.818707110545105
1,-89.0,15.2,-119.0,-2.8,-115.0,3.0,8.0,1575458945.257247,42.47248840332031,-9.013437271118153,-12.899999518530272,-107.66666666666667,5.133333333333333,16.289055630494154,9.187672900867408,30.0,26.0,-4.0,18.0,12.2,-5.8,-73.8,-121.8,-112.0,10591.0,10235.0,-42.559999999999995,45.599999999999994,0.7478991596638656,0.7739130434782608,-5.428571428571429,5.066666666666666,1.0452123692170032,306.0193030270831,0.7155016321308063,5.726910621920282
1,-89.0,14.0,-113.0,5.2,-115.0,1.0,7.0,1575459030.178758,42.47231574194335,-9.0128173828125,-14.199999809255136,-105.66666666666667,6.733333333333333,14.46835627614047,6.634254542398365,24.0,26.0,2.0,8.8,13.0,4.2,-75.0,-107.8,-114.0,10057.0,10235.0,72.8,14.0,0.7876106194690266,0.7739130434782608,2.692307692307692,14.0,51.94637811012004,286.9333144173929,3.969279667632722,5.662728906162933
1,-113.0,0.5,-108.0,3.5,-117.0,-3.8,12.0,1575459117.845958,42.47222137451172,-9.012744903554452,-9.5,-112.66666666666667,0.06666666666666672,4.509249752822894,3.669241520169166,-5.0,4.0,9.0,-3.0,4.3,7.3,-112.5,-104.5,-120.8,12204.0,13221.0,1.75,-1.9,1.0462962962962963,0.9658119658119658,0.14285714285714285,-0.13157894736842105,57.89789984882773,276.50193852512996,4.075805433804996,5.625827918838233
1,-105.0,5.5,-118.0,-5.0,-104.0,5.0,11.0,1575459198.548884,42.47250555893555,-9.012451171875,2.9000000953574316,-109.0,1.8333333333333333,7.810249675906654,5.923118547972287,13.0,-1.0,-14.0,10.5,0.5,-10.0,-99.5,-123.0,-99.0,12390.0,10920.0,-27.5,27.5,0.8898305084745762,1.0096153846153846,-1.1,1.1,82.01722064064747,307.9156847356593,4.41904806387426,5.733068374730195
1,-95.0,12.5,-114.0,4.2,-97.0,12.8,9.0,1575459408.45754,42.47315979003905,-9.01434325171875,-3.200000047583715,-102.0,9.833333333333334,10.44030650891055,4.880915214724933,19.0,2.0,-17.0,8.3,-0.3000000000000007,-8.600000000000001,-82.5,-109.8,-84.2,10830.0,9215.0,52.5,160.0,0.8333333333333334,0.979381443298969,2.9761904761904763,0.9765625,-73.34797796586963,380.2343909161373,-4.30875647638126,5.943414385224169
1,-98.0,12.0,-115.0,2.0,-102.0,11.2,8.0,1575459487.255702,42.47259521484375,-9.01478385925293,-13.300000190734853,-105.0,8.4,8.888194417315589,5.556977595779922,17.0,4.0,-13.0,10.0,0.8000000000000007,-9.2,-86.0,-113.0,-90.8,11270.0,9996.0,24.0,134.39999999999998,0.8521739130434782,0.9607843137254902,6.0,1.0714285714285714,-109.52778151995174,317.82624882786433,-4.705266905828135,5.764646279874992
1,-90.0,13.8,-115.0,-0.5,-100.0,12.2,7.0,1575459570.231759,42.47248077392578,-9.015382755723532,-14.899999518530272,-101.66666666666667,8.5,12.583057392117917,7.835177087979569,25.0,10.0,-15.0,14.3,1.6000000000000014,-12.7,-76.2,-115.5,-87.8,10350.0,9000.0,-6.9,168.35999999999999,0.782608695652174,0.9,-27.6,1.1311475409836067,-158.7052353189214,305.1759497555987,-5.073329836893544,5.724159935904985
1,-98.0,5.5,-119.0,-11.0,-115.0,1.2,12.0,1575470597.973551,42.47203053954844,-9.015811920155016,59.4000015258789,-110.66666666666667,-1.4333333333333333,11.150485789118488,8.5594002905188,21.0,17.0,-4.0,16.5,4.3,-12.2,-92.5,-130.0,-113.8,11662.0,11270.0,-60.5,6.6,0.8235294117647058,0.8521739130434782,-0.5,4.583333333333334,-193.94540626236463,255.4070416844796,-5.272719551480113,5.546766188337412
1,-101.0,5.2,-119.0,-10.0,-113.0,2.5,11.0,1575470553.585323,42.47212500708008,-9.0155888951792,58.5999984741211,-111.0,-0.7666666666666666,9.16515138991168,8.109459496990741,18.0,12.0,-6.0,15.2,2.7,-12.5,-95.8,-129.0,-110.5,12019.0,11413.0,-52.0,13.0,0.8487394957983193,0.8938053097345132,-0.52,2.08,-175.63205665584357,265.84948263185436,-5.174068792964385,5.586684763980451
1,-97.0,7.8,-101.0,7.2,-99.0,7.0,11.0,1575470851.554322,42.47123335791992,-9.015572547912598,78.80000305175781,-99.0,7.333333333333333,2.0,0.4163331998932264,4.0,2.0,-2.0,0.5999999999999996,0.7999999999999998,0.20000000000000018,-89.2,-93.8,-92.0,9797.0,9603.0,56.16,54.6,0.9603960396039604,0.9797979797979798,1.0833333333333333,1.1142857142857143,-174.28972624064494,167.28658446781196,-5.166440183482109,5.125668386004211
1,-91.0,9.2,-114.0,2.0,-118.0,-4.0,12.0,1575470997.158231,42.47073745727539,-9.015591757202149,57.9000015258789,-107.66666666666667,2.4,14.571661996262929,6.609084656743322,23.0,27.0,4.0,7.199999999999999,13.2,6.0,-81.8,-112.0,-122.0,10374.0,10738.0,18.4,-36.8,0.7982456140350878,0.7711864406779662,4.6,-2.3,-175.86706722656749,112.46972722141905,-5.175398417789284,4.731536080829082
1,-88.0,8.5,-110.0,2.8,-101.0,5.0,12.0,1575471158.848288,42.47005988525391,-9.015992154511816,71.80000305175781,-99.66666666666667,5.433333333333334,11.06044001535804,2.874601421646718,22.0,13.0,-9.0,5.7,3.5,-2.2,-79.5,-107.2,-96.0,9680.0,8888.0,23.799999999999997,42.5,0.8,0.8712871287128713,3.035714285714286,1.7,-208.74507062765426,37.5709159669708,-5.345892843891918,3.6524985201095506
1,-99.0,4.5,-107.0,4.2,-119.0,-14.2,12.0,1575472502.043053,42.47038259042959,-9.001493453979492,81.19999594824219,-108.33333333333333,-1.8333333333333333,10.066445913694334,10.710897877084504,8.0,20.0,12.0,0.2999999999999998,18.7,18.4,-94.5,-102.8,-133.2,10593.0,11781.0,18.900000000000002,-63.9,0.9252336448598131,0.8319327731092437,1.0714285714285714,-0.31690140845070425,981.7932119837731,73.24274608627036,6.8903987338097545,4.307340077102456
1,-110.0,5.2,-111.0,4.0,-119.0,-12.8,11.0,1575472559.58579,42.47057250742188,-9.001555059030752,81.5,-113.33333333333333,-1.2000000000000004,4.932882862316247,10.0637965003273,1.0,9.0,8.0,1.2000000000000002,18.0,16.8,-104.8,-107.0,-131.8,12210.0,13090.0,20.8,-66.56,0.990990990990991,0.9243697478991597,1.3,-0.40625,976.7346088515095,94.23617041409116,6.885238272117208,4.556359810962379
1,-114.0,3.2,-112.0,5.0,-119.0,-11.8,10.0,1575472800.57182,42.470511572255525,-9.001855803894044,78.30000305175781,-115.0,-1.2000000000000004,3.605551275463989,9.223882046080165,-2.0,5.0,7.0,-1.7999999999999998,15.0,16.8,-110.8,-107.0,-130.8,12768.0,13566.0,16.0,-37.760000000000005,1.0178571428571428,0.957983193277311,0.64,-0.2711864406779661,952.0394113577906,87.50039712545828,6.859656257844007,4.48300703929713
2,-53.0,14.2,-108.0,8.0,-119.0,-13.5,9.0,1577058249.894482,42.45949005125953,-9.013080595923828,78.4000015258789,-93.33333333333333,2.9,35.360052790307506,14.537193676910272,55.0,66.0,11.0,6.199999999999999,27.7,21.5,-38.8,-100.0,-132.5,5724.0,6307.0,113.6,-191.7,0.49074074074074076,0.44537815126050423,1.775,-1.0518518518518518,30.33304215475757,-1130.8185337719474,3.4446732006254455,-7.0315809400576015
2,-55.0,15.0,-117.0,1.2,-115.0,1.8,8.0,1577058255.744578,42.45944808959951,-9.01258945455088,75.5999984741211,-95.66666666666667,6.0,35.23256069793017,7.8,62.0,60.0,-2.0,13.8,13.2,-0.6000000000000001,-40.0,-115.8,-113.2,6435.0,6325.0,18.0,27.0,0.4700854700854701,0.4782608695652174,12.5,8.333333333333334,70.66235341714265,-1135.4569756702165,4.271965552771292,-7.035670785708623
2,-59.0,14.5,-118.0,-3.0,-114.0,2.2,12.0,1577058303.055835,42.4593503515525,-9.01133155822754,75.4000015258789,-97.0,4.566666666666666,32.96968304366907,8.98684223369551,59.0,55.0,-4.0,17.5,12.3,-5.2,-44.5,-121.0,-111.8,6962.0,6726.0,-43.5,31.900000000000002,0.5,0.5175438596491229,-4.833333333333333,6.59090909090909,173.9525569187287,-1146.2609393867472,5.164514833846815,-7.04513258854153
2,-71.0,11.0,-112.0,-0.8,-111.0,-14.0,11.0,1577058320.874055,42.45932220458984,-9.011148452758787,81.0,-98.0,-1.2666666666666668,23.388031127053,12.506531626847362,41.0,40.0,-1.0,11.8,25.0,13.2,-60.0,-112.8,-125.0,7952.0,7881.0,-8.8,-154.0,0.6339285714285714,0.6396396396396397,-13.75,-0.7857142857142857,188.98797818428415,-1149.372304639498,5.246960797444389,-7.047840912128566
2,-80.0,7.2,-115.0,0.2,-117.0,-4.0,12.0,1577058408.078789,42.45753311157225,-9.01030445098877,57.59999594824219,-104.0,1.1333333333333335,20.808652046684813,5.658032638058333,35.0,37.0,2.0,7.0,11.2,4.2,-72.8,-114.8,-121.0,9200.0,9360.0,1.4400000000000002,-28.8,0.6956521739130435,0.6837606837606838,36.0,-1.8,258.29187307871325,-1347.1386468033693,5.557954350282199,-7.20648013989487
2,-81.0,10.8,-114.0,-0.8,-119.0,-15.0,11.0,1577058425.88517,42.45707534790039,-9.010543823242188,57.19999594824219,-104.66666666666667,-1.6666666666666667,20.64784088793144,12.921816177818556,33.0,38.0,5.0,11.600000000000001,25.8,14.2,-70.2,-114.8,-134.0,9234.0,9639.0,-8.64,-162.0,0.7105263157894737,0.680672268907563,-13.5,-0.7200000000000001,238.6361921538112,-1397.739843090861,5.479121907228902,-7.243326998181262
2,-81.0,12.2,-115.0,1.2,-119.0,-12.8,10.0,1577058548.158558,42.45542303455797,-9.01227855582373,70.0,-105.0,0.1999999999999993,20.8806130178211,12.529964086141668,34.0,38.0,4.0,11.0,25.0,14.0,-68.8,-113.8,-131.8,9315.0,9639.0,14.639999999999999,-156.16,0.7043478260869566,0.680672268907563,10.166666666666666,-0.9531249999999999,96.19131967604291,-1580.3865599626058,4.576681403734162,-7.366057310778532
2,-95.0,12.2,-119.0,-5.8,-109.0,7.2,9.0,1577058554.907389,42.455509954833985,-9.013085318959728,71.19999594824219,-107.66666666666667,4.533333333333333,12.055427546683417,9.291573243177568,24.0,14.0,-10.0,18.0,4.999999999999999,-13.0,-82.8,-124.8,-101.8,11305.0,10355.0,-70.75999999999999,87.84,0.7983193277310925,0.8715596330275229,-2.103448275862069,1.6944444444444442,29.9452173951008,-1570.7783926515172,3.4322184603759163,-7.359962991455996
2,-72.0,14.0,-119.0,-3.0,-119.0,-10.8,10.0,1577058553.201084,42.45892547507422,-9.013227452758557,83.5999959482422,-103.33333333333333,0.06666666666666643,27.135462651912412,12.68121971000161,47.0,47.0,0.0,17.0,24.8,7.800000000000001,-58.0,-122.0,-129.8,8568.0,8568.0,-42.0,-151.20000000000002,0.6050420168067226,0.6050420168067226,-4.666666666666667,-1.2962962962962963,18.27412119024689,-1193.2267852963018,2.9587633251672862,-7.085254213350805
2,-72.0,10.2,-115.0,0.5,-118.0,-13.8,9.0,1577058559.907309,42.45932983398438,-9.013102531433104,77.0999984741211,-101.66666666666667,-1.0333333333333339,25.73583752927682,12.073248665265423,43.0,46.0,3.0,9.7,24.0,14.3,-61.8,-114.5,-131.8,8280.0,8496.0,5.1,-140.76,0.6260869565217392,0.6101694915254238,20.4,-0.7391304347826086,28.531841869047923,-1148.5289513672283,3.385469066619666,-7.047107529938468
2,-85.0,14.0,-111.0,5.5,-118.0,-2.8,8.0,1577058585.744031,42.45943283081055,-9.013150215148924,77.9000015258789,-104.66666666666667,5.566666666666666,17.3877351409933,8.40019841035516,26.0,33.0,7.0,8.5,16.8,8.3,-71.0,-105.5,-120.8,9435.0,10030.0,77.0,-39.199999999999996,0.7657657657657657,0.7203389830508474,2.5454545454545454,-5.0,24.616367581218828,-1137.1436822021892,3.2432315058242183,-7.037153865241989
2,-54.0,10.2,-113.0,3.8,-109.0,5.8,10.0,1577058755.195077,42.45954253915016,-9.013449558884275,79.0,-92.0,6.6000000000000005,32.96968304366907,3.2741411087489793,59.0,55.0,-4.0,6.3999999999999995,4.3999999999999995,-2.0,-43.8,-109.2,-103.2,6102.0,5886.0,38.76,59.16,0.4778761061946903,0.4954128440366973,2.6842105263157894,1.7586206896551724,0.03622153287719814,-1125.016522341185,0.035580955801434465,-7.026441482074383
